Date,Price,Open,High,Low,Vol.,Change %
04/09/2015,29511.08,29390.4,29583.7,29293.57,,0.004
03/09/2015,29393.77,29870.86,29870.86,29309.19,,-0.016
02/09/2015,29870.86,30225.34,30275.77,29789.83,,-0.0117
01/09/2015,30225.34,29713.66,30314.73,29713.66,,0.0182
31/08/2015,29684.84,28814.62,29684.84,28814.62,,0.0296
28/08/2015,28831.97,28221.75,28833.99,28106.2,,0.0216
27/08/2015,28221.75,28137.65,28302.94,28053.16,,0.003
26/08/2015,28137.65,28807,28807,28122.91,,-0.0232
25/08/2015,28807,29214.13,29214.13,28526.29,,-0.0139
24/08/2015,29214.13,29878.33,29889.67,29193.73,,-0.0222
21/08/2015,29878.33,29747.57,30034.79,29462.76,,0.0044
20/08/2015,29747.57,30042.38,30051.97,29487.77,,-0.0098
19/08/2015,30042.38,30112.62,30112.62,29445.78,,-0.0023
18/08/2015,30112.62,29909.44,30112.62,29633.26,,0.0068
17/08/2015,29909.44,30705.62,30705.64,29879.8,,-0.0259
14/08/2015,30705.62,30752.63,30826.09,30623.15,,-0.0015
13/08/2015,30752.63,31106.51,31106.51,30677.39,,-0.0114
12/08/2015,31107.11,31269.71,31279.71,30998.94,,-0.0052
11/08/2015,31269.71,31427.68,31486.98,31194.11,,-0.0056
10/08/2015,31446.42,31441.71,31773.68,31396.93,,0.0001
07/08/2015,31441.71,31495.73,31519.17,31323.54,,-0.0017
06/08/2015,31495.73,31403.75,31614.66,31395.37,,0.0029
05/08/2015,31403.75,30458.86,31414.73,30458.86,,0.031
04/08/2015,30458.86,30247.83,30458.86,30199.61,,0.007
03/08/2015,30247.83,30180.27,30300.31,30141.61,,0.0022
31/07/2015,30180.27,30436.18,30455.28,30050.12,,-0.0084
30/07/2015,30436.18,30514.17,30540.84,30347.24,,-0.0025
29/07/2015,30510.95,30674.92,30674.98,30464.41,,-0.0034
28/07/2015,30614.81,30807.54,30835.83,30605.83,,-0.0063
27/07/2015,30807.54,31091.69,31102.28,30761.98,,-0.0091
24/07/2015,31091.69,31216.72,31238.2,31030.24,,-0.004
23/07/2015,31216.72,31267.51,31321.78,31186.06,,-0.0016
22/07/2015,31267.25,31332.39,31375.25,31206.27,,-0.0021
21/07/2015,31332.39,31047.99,31338.25,30998.81,,0.0092
16/07/2015,31047.99,30970.51,31049.82,30483.45,,0.0025
15/07/2015,30970.51,31372.9,31379.28,30943.89,,-0.0128
14/07/2015,31372.9,31628.2,31629.57,31357.96,,-0.0081
13/07/2015,31628.2,31730.48,31845.78,31616.86,,-0.0032
10/07/2015,31729.26,31768.23,31791.23,31682.15,,-0.0012
09/07/2015,31768.23,32031.73,32100.34,31750.53,,-0.0082
08/07/2015,32031.73,32380.26,32381.47,31994.24,,-0.0108
07/07/2015,32380.26,32444.12,32507.26,32322.66,,-0.002
06/07/2015,32444.12,32538.34,32570.59,32382.09,,-0.0029
03/07/2015,32538.34,32739.11,32745.16,32531.64,,-0.0061
02/07/2015,32739.11,32863.35,32869.36,32697.13,,-0.0038
01/07/2015,32863.43,33456.83,33470.62,32789.83,,-0.0177
30/06/2015,33456.83,33249.19,33465.31,33030.13,,0.0062
29/06/2015,33249.19,32853.49,33249.19,32788.39,,0.012
26/06/2015,32853.49,33121.65,33121.65,32756.16,,-0.0081
25/06/2015,33121.65,33266.87,33266.87,33055.36,,-0.0044
24/06/2015,33266.87,33380.84,33413.66,33229.37,,-0.0034
23/06/2015,33380.84,33384.59,33487.98,33375.44,,-0.0001
22/06/2015,33384.59,33257.9,33402.4,33250.14,,0.0038
19/06/2015,33257.9,33460.5,33483.37,33223.86,,-0.0061
18/06/2015,33460.5,33478.42,33549.66,33381.62,,-0.0005
17/06/2015,33478.42,33602.67,33621.2,33444.2,,-0.0037
16/06/2015,33602.67,33719.45,33730.67,33494.42,,-0.0035
15/06/2015,33720.64,33621.75,33720.64,33578.61,,0.0029
12/06/2015,33621.75,33556.35,33735.92,33556.35,,0.0019
11/06/2015,33556.35,33462.34,33566.03,33425.64,,0.0028
10/06/2015,33462.34,33492.17,33539.98,33419.42,,-0.0009
09/06/2015,33492.17,33590.33,33612.63,33490.54,,-0.0029
08/06/2015,33590.33,33664.91,33694.26,33548.63,,-0.0022
05/06/2015,33664.91,33466.41,33664.91,33172.79,,0.0056
04/06/2015,33476.77,33879.21,33887.67,33447.06,,-0.0119
03/06/2015,33879.21,34061.89,34065.72,33775.21,,-0.0054
02/06/2015,34061.89,34044.65,34061.89,33969.82,,0.0005
01/06/2015,34044.65,34310.37,34332.94,34044.65,,-0.0077
28/05/2015,34310.37,34355.31,34417.78,34255.29,,-0.0013
27/05/2015,34355.31,34298.64,34355.31,33986.05,,0.0017
26/05/2015,34298.64,34151.81,34352.94,34147.45,,0.0043
25/05/2015,34151.81,34272.09,34315.41,34144.56,,-0.0035
22/05/2015,34272.09,34459.7,34462.88,34220.11,,-0.0054
21/05/2015,34459.7,34533.4,34533.88,34446.34,,-0.0021
20/05/2015,34533.4,34706.93,34733.88,34504.18,,-0.005
19/05/2015,34706.93,34781.46,34873.57,34653.19,,-0.0021
18/05/2015,34781.46,34439.39,34781.46,34439.39,,0.0099
15/05/2015,34439.52,34414.18,34482.51,34374.66,,0.0007
14/05/2015,34416.29,34208.3,34416.29,34199.73,,0.0061
13/05/2015,34208.3,34115.49,34419.32,34105.18,,0.0027
12/05/2015,34115.49,34341.89,34410.38,34111.51,,-0.0066
11/05/2015,34342.07,34388.12,34388.29,34211.31,,-0.0013
08/05/2015,34388.12,34400.48,34436.18,34370.75,,-0.0004
07/05/2015,34400.48,34427.03,34573.68,34366.27,,-0.0008
06/05/2015,34427.12,34600.33,34612.56,34391.74,,-0.005
05/05/2015,34600.33,34649.96,34830.58,34511.35,,-0.0014
04/05/2015,34649.28,34708.11,34956.96,34509.36,,-0.0017
30/04/2015,34708.11,34051.27,34732.54,34034.02,,0.0193
29/04/2015,34050.92,34129.88,34226.8,34013.24,,-0.0023
28/04/2015,34129.88,34317.72,34319.48,34086.54,,-0.0055
27/04/2015,34317.72,34485.72,34505.72,34297.12,,-0.0049
24/04/2015,34485.72,34493.37,34493.37,34335.25,,-0.0003
23/04/2015,34494.36,34529.46,34591.73,34429.71,,-0.001
22/04/2015,34529.46,34507.85,34570.8,34411.48,,0.0005
21/04/2015,34510.81,34721.61,34764.27,34354.6,,-0.0063
20/04/2015,34730.95,35005.42,35073.89,34719.68,,-0.0078
17/04/2015,35005.42,34832.62,35056.99,34762.42,,0.005
16/04/2015,34832.62,34965.88,35194.66,34792.32,,-0.0038
15/04/2015,34965.88,35042.33,35084.52,34947.29,,-0.0022
14/04/2015,35043.44,35190.23,35539.03,34989.44,,-0.0042
13/04/2015,35191.56,34930.02,35191.56,34715.4,,0.0075
10/04/2015,34930.02,34520.14,34967.61,34590.36,,0.0119
09/04/2015,34520.14,34175.24,34664.99,33994.45,,0.0101
08/04/2015,34175.24,34941.79,34941.79,33990.33,,-0.0219
07/04/2015,34941.79,35728.12,35729.2,34832.62,,-0.022
02/04/2015,35728.12,34380.14,35843.39,34380.14,,0.0388
01/04/2015,34392.56,31753.15,34423.74,31753.15,,0.0831
31/03/2015,31753.15,31090.81,31753.15,31082.23,,0.0213
30/03/2015,31090.81,30570.39,31090.81,30568.03,,0.0173
27/03/2015,30562.93,30073.1,30577.3,30050.9,,0.0163
26/03/2015,30073.1,29889.84,30076.25,29889.84,,0.0061
25/03/2015,29889.91,29584,29926.16,29564.89,,0.0103
24/03/2015,29584,29505.47,29639.57,29374.1,,0.0027
23/03/2015,29505.47,29334.23,29515.39,29277.47,,0.0058
20/03/2015,29334.23,29243.91,29336.15,29178.86,,0.0031
19/03/2015,29243.91,29413.2,29448.15,29188.88,,-0.0065
18/03/2015,29434.46,29561.23,29561.23,29241.93,,-0.004
17/03/2015,29553.69,29929.56,29949.44,29436.82,,-0.0126
16/03/2015,29929.56,30719.36,30719.9,29922.25,,-0.0257
13/03/2015,30719.36,30973.8,31027.63,30712.13,,-0.0082
12/03/2015,30973.8,30869.17,31002.66,30802.54,,0.0034
11/03/2015,30869.17,31355.28,31401.75,30804.53,,-0.0155
10/03/2015,31355.28,31190.45,31450.64,31190.45,,0.0051
09/03/2015,31195.93,31049.37,31552.95,31049.37,,0.0047
06/03/2015,31049.37,30365.05,31108.92,30365.05,,0.0225
05/03/2015,30365.05,30614.93,30648.9,30301.47,,-0.0082
04/03/2015,30614.93,30601.13,30741.34,30535.54,,0.0005
03/03/2015,30601.13,30267.18,30606.38,30267.18,,0.011
02/03/2015,30267.18,30103.81,30267.18,30103.81,,0.0054
27/02/2015,30103.81,30045.56,30154.53,29906.91,,0.0019
26/02/2015,30045.56,30195.56,30223.74,30019.95,,-0.005
25/02/2015,30195.56,30167.54,30217.67,30050.76,,0.0017
24/02/2015,30145.6,29793.13,30171.43,29790.46,,0.0118
23/02/2015,29793.13,29383.93,29854.38,29383.93,,0.0139
20/02/2015,29383.93,29282.04,29460.45,29036.52,,0.0035
19/02/2015,29282.04,29177.58,29426.16,29074.94,,0.0036
18/02/2015,29177.58,28452.6,29227.81,28452.6,,0.0255
17/02/2015,28452.6,27728.63,28575.12,27680.14,,0.0261
16/02/2015,27728.63,27585.26,27730.63,27423.51,,0.0052
13/02/2015,27585.26,27935.77,28038.5,27395.73,,-0.0119
12/02/2015,27917.9,28721.27,28721.27,27905.55,,-0.028
11/02/2015,28721.27,29125.69,29127.44,28630.97,,-0.0139
10/02/2015,29125.69,29360.55,29368.17,28965.68,,-0.008
09/02/2015,29360.55,29985.08,30055.86,29357.02,,-0.0208
06/02/2015,29985.08,30200.97,30264.86,29968.74,,-0.0071
05/02/2015,30200.97,30617.96,30682.77,30151.34,,-0.0136
04/02/2015,30617.96,30018.35,30668.44,30002.86,,0.02
03/02/2015,30018.35,29882.28,30300.75,29771.53,,0.0046
02/02/2015,29882.28,29562.07,29884.28,29562.07,,0.0108
30/01/2015,29562.07,29642.38,29660.45,29465.66,,-0.0027
29/01/2015,29642.38,29907.66,29922.47,29590.92,,-0.0089
28/01/2015,29907.66,29859.06,29988.46,29817.11,,0.0016
27/01/2015,29859.06,29779.17,29920.08,29738.46,,0.0027
26/01/2015,29779.17,29812.05,29856.82,29572.64,,-0.0011
23/01/2015,29812.05,29687.93,29812.05,29687.93,,0.0042
22/01/2015,29687.93,29759.04,29773.74,29601.78,,-0.0024
21/01/2015,29759.04,29819.39,29905.8,29743.12,,-0.002
20/01/2015,29819.39,29773.4,30139.82,29743.63,,0.0015
19/01/2015,29773.4,29034.89,29847.55,29034.89,,0.0255
16/01/2015,29032.29,28811.39,29364.93,28811.39,,0.0077
15/01/2015,28811.39,28740.61,29123.27,28726.61,,0.0025
14/01/2015,28740.61,29889.86,29937.53,28699.71,,-0.0384
13/01/2015,29889.86,30218.82,30221.78,29445,,-0.0114
12/01/2015,30234.72,30160.3,30234.72,29353.54,,0.003
09/01/2015,30143.02,30420.54,30704.34,30080.84,,-0.0091
08/01/2015,30420.54,31167.54,31167.54,30418.91,,-0.024
07/01/2015,31167.54,32522.31,32522.31,31148.78,,-0.0417
06/01/2015,32522.31,33943.29,33994.43,32507.38,,-0.0419
05/01/2015,33943.29,34657.15,34657.26,33805.43,,-0.0206
31/12/2014,34657.15,34684.32,35340.92,34149.8,,-0.0008
30/12/2014,34684.32,34664.4,35144.37,34243.72,,0.0006
29/12/2014,34663.92,34428.82,35134.06,34421.54,,0.0068
24/12/2014,34428.82,32786,34428.82,32786,,0.0501
23/12/2014,32786,31371.93,32803.65,31370.41,,0.0451
22/12/2014,31371.93,30306.51,31586.33,30304.87,,0.0352
19/12/2014,30306.51,29311.25,30306.51,29311.25,,0.034
18/12/2014,29311.25,28961.67,29311.25,28414.5,,0.0121
17/12/2014,28961.67,29789.59,29791.45,28849.14,,-0.0278
16/12/2014,29789.59,30492.3,30538.2,29770.25,,-0.023
15/12/2014,30492.3,30763.38,30772.59,30091.76,,-0.0088
12/12/2014,30763.38,31062.03,31089.22,30208.32,,-0.0096
11/12/2014,31062.03,32203.62,32220.81,30993.29,,-0.0354
10/12/2014,32203.62,32932.41,32936.61,32150.7,,-0.0221
09/12/2014,32932.49,33075.8,33129.7,32556.25,,-0.0043
08/12/2014,33075.8,33228.29,33228.29,32824.37,,-0.0046
05/12/2014,33228.29,33175.78,33333.19,32828.1,,0.0016
04/12/2014,33175.78,33255.67,33435.7,33129.07,,-0.0024
03/12/2014,33255.67,33550.73,33690.7,33204.57,,-0.0088
02/12/2014,33550.73,33914.25,33949.44,33307.02,,-0.0107
01/12/2014,33914.25,34555.39,34555.39,33889.88,,-0.0182
28/11/2014,34543.05,34705.48,34809.76,34172.24,,-0.0047
27/11/2014,34705.48,34583.29,35006.34,34581.26,,0.0035
26/11/2014,34583.29,34115.84,34712.9,34115.84,,0.0137
25/11/2014,34115.84,33875.26,34115.84,33707.16,,0.0071
24/11/2014,33875.26,34235.87,34305.88,33773.88,,-0.0015
21/11/2014,33926.18,33428.76,33926.18,33114.15,,0.0149
20/11/2014,33428.76,33665.58,33701.23,32854.72,,-0.021
19/11/2014,34145.79,34902.59,34918.69,34145.79,,-0.0215
18/11/2014,34896.5,35488.8,35500.07,34825.39,,-0.0167
17/11/2014,35488.8,35396.22,36102.33,35393.73,,0.003
14/11/2014,35381.02,34515.47,35381.02,34311.58,,0.0251
13/11/2014,34515.47,33967.48,34515.47,33581.92,,0.0161
12/11/2014,33967.48,33670.75,34125.36,33232.1,,0.0088
11/11/2014,33670.75,33234.28,33683.59,33109.07,,0.0134
10/11/2014,33224.84,33225.75,33234.28,32647.38,,0
07/11/2014,33225.75,34304.46,34304.46,33063.84,,-0.0368
06/11/2014,34494.93,35958.38,35958.38,34332.15,,-0.0407
05/11/2014,35958.38,36744.46,36737.33,35872.17,,-0.0214
04/11/2014,36744.46,37343.85,37365.05,36744.46,,-0.0161
03/11/2014,37343.85,37550.24,37575.07,36842.87,,-0.0055
31/10/2014,37550.24,37979.99,37983.19,37255.85,,-0.0113
30/10/2014,37979.99,38148.18,38153.36,37810.67,,-0.0044
29/10/2014,38148.18,38286.56,38299.25,38015.72,,-0.0036
28/10/2014,38286.56,38724.15,38746.46,38199.43,,-0.0113
27/10/2014,38724.15,38967.72,38984.37,38485.03,,-0.0063
24/10/2014,38967.72,38979.3,39152.1,38692.48,,-0.0003
23/10/2014,38979.3,38994.16,38994.16,38755.9,,-0.0034
22/10/2014,39113.62,38776.67,38994.26,38683.32,,0.0087
21/10/2014,38776.67,38662.65,38848.33,38662.65,,0.0029
20/10/2014,38662.65,38197.73,38888.83,38197.73,,0.0122
17/10/2014,38197.73,38490.67,38616.33,37790.92,,-0.0076
16/10/2014,38490.67,39278.47,39278.47,37838.92,,-0.0201
15/10/2014,39278.47,39681.71,39682.38,39258.9,,-0.0102
14/10/2014,39681.71,40051.29,40051.94,39286.8,,-0.0092
13/10/2014,40051.29,40444.39,40459.32,40051.29,,-0.0097
10/10/2014,40444.39,40572.25,40578.86,40301.02,,-0.0032
09/10/2014,40572.25,40995.02,41067.33,40560.89,,-0.0103
08/10/2014,40995.02,41103.75,41216.9,40854.06,,-0.0026
03/10/2014,41103.94,41135.56,41138.56,40730.33,,-0.0008
02/10/2014,41135.56,41210.1,41272.9,41109.71,,-0.0018
30/09/2014,41210.1,41105.38,41214.53,40769.9,,0.0025
29/09/2014,41105.38,40819.72,41140.21,40781.88,,0.007
26/09/2014,40819.72,40780,40864.53,40575.57,,0.001
25/09/2014,40780,40809.32,40836.6,40345.73,,-0.0007
24/09/2014,40809.32,40537.2,40809.32,40339.14,,0.0067
23/09/2014,40537.2,40984.11,41048.81,40498.45,,-0.0109
22/09/2014,40984.12,41049.27,41082.68,40703.86,,-0.0016
19/09/2014,41049.27,40683.45,41049.27,40612.76,,0.009
18/09/2014,40683.45,40729.49,40745.5,40576.93,,-0.0011
17/09/2014,40729.49,40648.16,41118.89,40517.47,,0.002
16/09/2014,40648.15,40769,40771.47,40379.2,,-0.003
15/09/2014,40769,40672.94,40933.12,40620.42,,0.0024
12/09/2014,40672.94,40757.2,40824.97,40613.9,,-0.0021
11/09/2014,40757.2,40885.4,40885.84,40658.06,,-0.0031
10/09/2014,40885.4,40868.02,40924.76,40815.26,,0.0004
09/09/2014,40868.02,41214.82,41224.07,40798.92,,-0.0084
08/09/2014,41214.81,41160.62,41248.49,41146.94,,0.0013
05/09/2014,41160.62,41017.49,41163.27,40902.1,,0.0035
04/09/2014,41017.49,41207.79,41214.16,40961.71,,-0.0046
03/09/2014,41207.79,41264.65,41371.94,41173.91,,-0.0014
02/09/2014,41264.65,41398.05,41474.27,41034.21,,-0.0032
01/09/2014,41398.05,41532.33,41557.57,41375.4,,-0.0032
29/08/2014,41532.33,41359.89,41595.29,41359.81,,0.0042
28/08/2014,41359.87,41121.14,41362.03,41004.25,,0.0058
27/08/2014,41121.12,41235.27,41407.01,41025.86,,-0.0028
26/08/2014,41235.25,41339.5,41392.99,41107.06,,-0.0025
25/08/2014,41339.48,41564.21,41564.21,41311.73,,-0.0054
22/08/2014,41564.19,41767.35,41767.35,41538.7,,-0.0049
21/08/2014,41767.33,41789.58,41790.58,41441.62,,-0.0005
20/08/2014,41789.56,41812.17,41844.7,41569.93,,-0.0005
19/08/2014,41812.14,41370.65,41728.38,41370.43,,0.0114
18/08/2014,41341.08,41379.49,41532.04,41303.67,,-0.0009
15/08/2014,41380.05,41750.41,41784.29,41388.66,,-0.0041
14/08/2014,41551.71,41753.21,41757.6,41545.85,,-0.0075
13/08/2014,41863.6,42092.75,42111.9,41863.6,,-0.0054
12/08/2014,42092.73,42012.81,42168.36,42012.69,,0.0019
11/08/2014,42012.73,42598.47,42598.47,42007.5,,-0.0138
08/08/2014,42598.46,42612.35,42674.99,42579.26,,-0.0003
07/08/2014,42612.33,42339.86,42615.04,42314.79,,0.0064
06/08/2014,42339.84,42292.95,42444.17,42238.39,,0.0011
05/08/2014,42292.93,41801.54,42373.72,41780.07,,0.0118
04/08/2014,41801.51,41934.43,41992.02,41704.38,,-0.0032
01/08/2014,41934.4,42097.49,42107.39,41886.66,,-0.0039
31/07/2014,42097.49,42369.02,42466.05,42039.06,,-0.0064
30/07/2014,42368.99,42285.85,42527.89,41858.73,,0.002
25/07/2014,42285.82,42529.77,42543.61,42112.37,,-0.0057
24/07/2014,42529.74,0,42891.82,42529.74,,-0.0003
23/07/2014,42544.33,42664.98,42728.03,42533.96,,-0.0028
22/07/2014,42664.95,42784.33,42876.98,42650.33,,-0.0028
21/07/2014,42784.3,42891.85,42937.93,42768.29,,-0.0025
18/07/2014,42891.82,42918.55,42944.42,42833.57,,-0.0006
17/07/2014,42918.55,43030.3,43030.3,42862.4,,-0.0026
16/07/2014,43030.27,42971.59,43255.04,42954.63,,0.0014
15/07/2014,42971.56,42930.63,43001.51,42907.61,,0.001
14/07/2014,42930.6,42832.85,42947.6,42709.49,,0.0023
11/07/2014,42832.82,43005.19,43075.85,42755.06,,-0.004
10/07/2014,43004.38,43039.45,43141.53,42710.88,,-0.0008
09/07/2014,43039.42,42861.8,43067.76,42758.96,,0.0041
08/07/2014,42861.78,42758.04,42946.37,42071.19,,0.0024
07/07/2014,42758.02,43031.83,43113.09,42758.04,,-0.0064
04/07/2014,43031.81,42686.58,43046.58,42624.48,,0.0081
03/07/2014,42686.86,42609.47,42704.17,42370.25,,0.0018
02/07/2014,42609.75,42611.32,42735.16,42567.38,,0
01/07/2014,42611.3,42482.49,42649.56,42443.33,,0.003
30/06/2014,42482.48,42187.64,42482.49,41984.8,,0.007
27/06/2014,42187.62,41729.61,42265.75,41638.77,,0.011
26/06/2014,41729.59,41987.12,41987.12,41685.53,,-0.0061
25/06/2014,41987.55,41740.54,41987.57,41545.97,,0.0059
24/06/2014,41740.52,41577.49,41793.98,41577.49,,0.0039
23/06/2014,41577.47,41129.29,41582.14,41121.57,,0.0109
20/06/2014,41129.27,41068.95,41382.66,41068.95,,0.0015
19/06/2014,41068.93,41171.17,41235.9,40995.56,,-0.0025
18/06/2014,41171.47,41135.7,41359.77,41121.8,,0.0009
17/06/2014,41135.4,41449.52,41508.15,41128.12,,-0.0076
16/06/2014,41449.51,41517.11,41517.37,41350.34,,-0.0016
13/06/2014,41517.1,41228.66,41685.35,41208.88,,0.007
12/06/2014,41228.65,41642.56,41675.04,41199.93,,-0.0099
11/06/2014,41642.55,41521.4,41749.4,41472.67,,0.0029
10/06/2014,41521.42,41608.48,41621.63,41428.09,,-0.0029
09/06/2014,41642.55,41529.09,41700.95,41489.2,,0.0027
06/06/2014,41529.11,41570.07,41617.36,40977.9,,-0.001
05/06/2014,41570.09,41627.42,41863.03,41549.89,,-0.0014
04/06/2014,41627.42,41397.67,41667.48,41296.22,,0.0055
03/06/2014,41397.68,41501.39,41656.33,41359.39,,-0.0025
02/06/2014,41501.4,41474.39,41777.8,41362.62,,0.0007
30/05/2014,41474.4,40286.75,41480.47,40285.87,,0.0295
28/05/2014,40286.76,40061.24,40311.19,40061.24,,0.0056
27/05/2014,40061.24,39755.46,40061.35,39668.06,,0.0077
26/05/2014,39755.47,39831.82,39875.05,39740.85,,-0.0019
23/05/2014,39831.83,39552.99,40294.2,39552.99,,0.007
22/05/2014,39552.99,39102.77,39552.99,39094.98,,0.0115
21/05/2014,39102.77,39162.49,39263.41,38895.74,,-0.0015
20/05/2014,39162.49,39007.4,39475.3,38987.16,,0.004
19/05/2014,39007.4,39018.34,39073.97,38980.2,,-0.0004
16/05/2014,39022.1,38957.46,39049.2,38868.69,,0.0017
15/05/2014,38957.46,39138.97,39352.3,38922.44,,-0.0046
14/05/2014,39138.98,38955.02,39189.21,38941.61,,0.0047
13/05/2014,38955.02,38560.69,38955.02,38560.29,,0.0102
12/05/2014,38560.69,38554.19,38690,38530.2,,0.0002
09/05/2014,38554.19,38640.43,38648.16,38498.89,,-0.0022
08/05/2014,38640.43,38585.99,38648.52,38500.14,,0.0016
07/05/2014,38579.39,38474.07,38588.72,38338.02,,0.0027
06/05/2014,38474.07,38452.11,38514.81,38386.27,,0.0007
05/05/2014,38447.89,38572.2,38572.2,38379.37,,-0.0032
02/05/2014,38572.2,38485.56,38639.4,38109.91,,0.0023
30/04/2014,38485.56,38480.6,38556.73,38361.39,,0
29/04/2014,38487.25,38598.33,38664.74,38378.02,,-0.0029
28/04/2014,38598.33,38857.01,38858,38547.62,,-0.0077
25/04/2014,38898.14,39011.9,39078.47,38891.83,,-0.0029
24/04/2014,39011.9,39194.09,39242.8,38922.79,,-0.0046
23/04/2014,39194.09,39022.25,39198.27,38866.92,,0.0046
22/04/2014,39016.55,39325.98,39443.09,39210.54,,-0.0075
17/04/2014,39311.6,39298.97,39341.5,39213.63,,0.0003
16/04/2014,39298.97,39217.77,39334.88,39204.66,,0.0021
15/04/2014,39217.65,38987.5,39219.82,38987.5,,0.0059
14/04/2014,38987.5,39083.66,39083.66,38856.81,,-0.0025
11/04/2014,39083.66,38969.26,39085.67,38836.5,,0.0029
10/04/2014,38969.26,39017.66,39025.91,38873.38,,-0.0012
09/04/2014,39017.66,38881.76,39027.67,38827.22,,0.0035
08/04/2014,38881.76,38626.11,38881.76,38606.71,,0.0066
07/04/2014,38626.11,38712.76,38739.23,38563.39,,-0.0022
04/04/2014,38712.76,38545.88,38745.68,38465.15,,0.0043
03/04/2014,38545.88,38469.33,38559.33,38450.97,,0.002
02/04/2014,38469.33,38379.29,38472.78,38354.55,,0.0022
01/04/2014,38383.05,38748.01,38801.22,38234.37,,-0.0094
31/03/2014,38748.01,38331.78,38748.01,38007.39,,0.0109
28/03/2014,38331.78,38186.93,38363.49,37914.98,,0.0038
27/03/2014,38186.93,37820.22,38187.36,37698.8,,0.0097
26/03/2014,37820.22,37728.5,37820.22,37617.32,,0.0024
25/03/2014,37728.5,37601.53,37738.93,37567.51,,0.0034
24/03/2014,37601.53,37790.49,37791.05,37494.3,,-0.005
21/03/2014,37790.12,37308.6,37805.65,37383.42,,0.0129
20/03/2014,37308.6,37136.6,37374.65,37111.19,,0.0046
19/03/2014,37136.6,37273.17,37728.91,37108.32,,-0.0037
18/03/2014,37274.04,37888.47,37996.11,37193.61,,-0.0162
17/03/2014,37888.47,38171.32,38171.37,37881.12,,-0.0074
14/03/2014,38171.32,38503.65,38512.79,37892.03,,-0.0086
13/03/2014,38503.65,39150.3,39150.75,38487.06,,-0.0165
12/03/2014,39150.3,39269.4,39399.68,38928.17,,-0.003
11/03/2014,39269.4,39172.76,39327.55,39071.91,,0.0025
10/03/2014,39172.76,38952.47,39179.82,38949.67,,0.0057
07/03/2014,38952.47,38944.62,38983.09,38718.52,,0.0002
06/03/2014,38944.62,39127.41,39130.32,38911.8,,-0.0047
05/03/2014,39127.41,39199.27,39276.71,39038.21,,-0.0018
04/03/2014,39199.41,39564.43,39625.62,38995.11,,-0.0092
03/03/2014,39564.43,39558.89,39610.5,39267.42,,0.0001
28/02/2014,39558.89,38885.93,39585.96,38882.31,,0.0173
27/02/2014,38885.93,38862.87,38910.19,38724.68,,0.0006
26/02/2014,38862.87,39160.81,39364.49,38791.27,,-0.0076
25/02/2014,39160.1,38707.14,39273.71,38707.14,,0.0117
24/02/2014,38707.14,38287.2,38707.14,38187.57,,0.0107
21/02/2014,38295.74,38816.19,38816.48,38227.71,,-0.0134
20/02/2014,38816.19,39397.09,39501.58,38544.43,,-0.0147
19/02/2014,39397.09,39211.29,39397.09,39024.54,,0.0109
18/02/2014,38972.56,38964.75,39504.45,38658.82,,0.0002
17/02/2014,38964.75,38768.38,39406.2,38720.08,,0.0051
14/02/2014,38767.29,39378.15,38767.29,38089.58,,-0.0155
13/02/2014,39378.15,40278.82,40773.5,39378.15,,-0.0224
12/02/2014,40278.82,40453.61,40453.61,40023.01,,-0.0043
11/02/2014,40453.61,40647.8,40667.17,40415.39,,-0.0048
10/02/2014,40647.8,40773.5,40778.39,40408.04,,-0.0031
07/02/2014,40773.5,40766.16,41366.42,40766.16,,0.0002
06/02/2014,40766.16,40878.71,40885.69,40642.29,,-0.0028
05/02/2014,40878.71,41064.91,41080.71,40691.96,,-0.0045
04/02/2014,41064.91,41366.42,41413.95,40754.99,,-0.0073
03/02/2014,41366.42,40571.62,41370.13,40571.62,,0.0196
31/01/2014,40571.62,40601.74,40642.82,40480.27,,-0.0007
30/01/2014,40601.74,40792.07,40601.74,40208.78,,-0.0047
29/01/2014,40792.07,41189.66,41024.12,40580.18,,-0.0097
28/01/2014,41189.66,41650.14,41670.5,41178.34,,-0.0111
27/01/2014,41650.14,41917.55,41953.96,41542.15,,-0.0064
24/01/2014,41917.55,41957.5,42138.92,41866.09,,-0.001
23/01/2014,41957.5,41469.94,41980.94,41468.03,,0.0118
22/01/2014,41469.94,41908.07,41667.06,41438.16,,-0.011
21/01/2014,41931.63,41471.28,41956.04,41467.46,,0.0111
20/01/2014,41471.28,41836.12,41751.55,41441.19,,-0.0067
17/01/2014,41751.55,41740.77,41765.34,41641.51,,0.0003
16/01/2014,41740.77,41611.15,41740.77,41598.55,,0.0031
15/01/2014,41611.15,41441.19,41786.09,41301.95,,0.0041
13/01/2014,41441.19,41480.62,41534.44,41428.5,,-0.001
10/01/2014,41480.62,41363.05,41480.62,40785.04,,0.0028
09/01/2014,41363.05,41943.28,41962.65,41295.91,,-0.0112
08/01/2014,41830.89,41806.73,42258.64,41666.08,,0.0006
07/01/2014,41806.73,41507.3,41834.87,41240.51,,0.0072
06/01/2014,41507.3,41450.48,41513.95,41240.18,,0.0014
03/01/2014,41450.48,41228.49,41522.17,41064.69,,0.0054
02/01/2014,41228.49,41329.19,41505.77,41162.99,,-0.0024
31/12/2013,41329.19,40472.13,41329.19,40812.52,,0.0212
30/12/2013,40472.13,40231.68,40516.77,40335.3,,0.006
